"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"509","Rv1426c",0.508817801444444,1.17910105692308,1.95071393755109,0.067693351182031,0.33075329292223,-4.71174925657954
"1217","Rv0019c",0.434047137972222,1.09444872069231,1.95011182588631,0.0677702314965783,0.330827359582568,-4.71273766908254
"4571",NA,-0.333930084166666,2.98302355553846,-1.94917198628286,0.0678903907391951,0.33105519194136,-4.71428010628153
"4766",NA,-0.617427280805555,3.76037925030769,-1.94878102841939,0.0679404311819955,0.33105519194136,-4.71492159778857
"256","Rv1208",0.407932599333333,1.01353527046154,1.94795724194102,0.0680459794287622,0.331268346719496,-4.7162730193976
"1066","Rv1927",0.435374825888889,0.901371312,1.94616688597969,0.0682758765467306,0.331997670534271,-4.71920886357897
"3474","Rv0526",-0.422037285611111,1.64096026523077,-1.94407629661235,0.0685452060467447,0.331997670534271,-4.722634891125
"5324",NA,-0.263887974777777,1.89185212515385,-1.94378453797802,0.0685828686704848,0.331997670534271,-4.72311283722452
"2913","Rv3564",-0.293683267777777,0.972051868615385,-1.94370217022803,0.0685935047343851,0.331997670534271,-4.72324776028213
"1796","Rv2565",-0.275926282833333,0.864508349384615,-1.94366470775954,0.0685983427132528,0.331997670534271,-4.72330912474815
"3229","Rv3845",-0.578596970611111,2.068122712,-1.94334979358558,0.0686390234402007,0.331997670534271,-4.72382493273535
"417","Rv1346",0.57118593725,1.51470850384615,1.94310307154287,0.0686709101644075,0.331997670534271,-4.72422900999266
"2048","Rv2792c",0.347227064055555,1.64299335192308,1.94229797452183,0.0687750543249736,0.331997670534271,-4.72554736039749
"1482","Rv2296",0.297798019194445,1.53058642369231,1.94210443680145,0.0688001106579435,0.331997670534271,-4.72586422822102
"2929","Rv3577",0.347920895166667,1.18065225553846,1.94117829901923,0.068920126045592,0.331997670534271,-4.72738026401931
"4227",NA,-0.29178289525,2.50843925438462,-1.9410463581716,0.0689372390940355,0.331997670534271,-4.72759620683138
"4561",NA,-0.259046640222222,1.44496915630769,-1.94095293665371,0.0689493583904786,0.331997670534271,-4.72774910087111
"1113","Rv1968",-0.2918697505,1.46053821607692,-1.93975096298975,0.0691054569747149,0.331997670534271,-4.72971584318092
"3563","Rv0605",-0.331352127138889,1.33973799276923,-1.93968129264266,0.0691145146471631,0.331997670534271,-4.72982981854261
"4633",NA,-0.34784595875,1.73373087376923,-1.93960151138534,0.0691248881187026,0.331997670534271,-4.72996033141794
"3011","Rv3654c",-0.314623604722223,3.11376259276923,-1.93814196993443,0.0693149093465001,0.332137548521245,-4.73234737566553
"4572",NA,-0.253398609055555,0.795334292230769,-1.93813417425298,0.0693159255381169,0.332137548521245,-4.73236012227512
"4336",NA,0.353337667111111,1.80721785792308,1.93795020904006,0.0693399098498645,0.332137548521245,-4.73266091185183
"1539","Rv2344c",0.399518066861111,1.23635582715385,1.93551436569391,0.069658181272782,0.333124360484866,-4.73664190567204
"181","Rv1143",0.411626006361111,1.08196122230769,1.93531485676435,0.069684307225759,0.333124360484866,-4.73696783111428
"209","Rv0113",-0.33224812325,0.823480644769231,-1.93494796183509,0.0697323754597052,0.333124360484866,-4.73756714946018
"1760","Rv2533c",-0.282796830888889,1.60641155461538,-1.93405751959987,0.0698491588020059,0.333232876354533,-4.73902137791415
"3702","Rv0725c",0.380740055,1.60756456484615,1.93357711616928,0.0699122372777231,0.333232876354533,-4.73980577490503
"1849","Rv2612c",-0.293385003027778,1.16749028184615,-1.93335360878873,0.0699416018468002,0.333232876354533,-4.74017067318638
"3962","Rv0959A",0.363088047611111,1.34058237484615,1.93272547371456,0.0700241857361736,0.333330049330276,-4.74119602435636
"4812",NA,-0.35233070575,1.76612199092308,-1.93110367178828,0.070237814787846,0.334050299257191,-4.74384243843198
"466","Rv1387",0.456536591638888,2.22296804646154,1.93010003209653,0.0703703089890874,0.334383737749564,-4.74547944854729
"712","Rv1607",0.634672262611111,1.683859837,1.92845251275339,0.0705882882573219,0.33487033865882,-4.74816550733168
"3407","Rv0467",-0.3745392405,0.850076770230769,-1.92838174636336,0.0705976646799377,0.33487033865882,-4.74828084992509
"2569","Rv3250c",-0.434197274694444,1.69450525,-1.92445204158447,0.0711200926714347,0.337050129724925,-4.75468169490119
"2883","Rv0348",0.356963153527778,0.936143688307692,1.92393252296882,0.0711894168801743,0.337080631164076,-4.75552728650176
"1280","Rv2118c",-0.313289100305556,1.01382051369231,-1.92317576334217,0.0712905062888714,0.337261353670213,-4.75675876313543
"3117","Rv3744",-0.398094977833333,1.23047630007692,-1.92140743325135,0.0715272228441066,0.33808281697038,-4.75963517248706
"655","Rv1555",-0.372075172305555,3.50191340284615,-1.91868896277017,0.0718924973876432,0.339403696807709,-4.76405382678366
"1833","Rv2599",0.441477676361111,1.25496806007692,1.91774771693582,0.072019357664514,0.339403696807709,-4.76558281931431
"5211",NA,0.561816890194444,4.189045376,1.91730221875285,0.0720794710954303,0.339403696807709,-4.76630633575119
"3356","Rv0422c",-0.391243228666667,1.12197602923077,-1.91716882914409,0.0720974787651789,0.339403696807709,-4.76652294787884
"4455",NA,-0.276129676722223,4.81054598323077,-1.91678340865045,0.0721495332878509,0.339403696807709,-4.76714878049447
"132","Rv1096",-0.289981134861111,1.07684987346154,-1.91606771666621,0.0722462828672913,0.339403696807709,-4.76831068430371
"912","Rv1788",-0.343696460055556,1.27645717738462,-1.9160407635115,0.0722499287420887,0.339403696807709,-4.76835443652181
"4003",NA,-0.284006260972222,2.09865923361538,-1.91404189262199,0.0725207678091892,0.340377684288314,-4.77159804935532
"609","Rv1512",-0.27696456525,1.02447530423077,-1.91342600302924,0.0726044006085444,0.340472079844093,-4.77259703267759
"4237",NA,0.367064346666667,1.60178294176923,1.91169810335073,0.0728394944289275,0.341001843768667,-4.77539862113743
"1164","Rv2011c",0.391334776638888,1.93478060338462,1.91072238935307,0.0729725471788502,0.341001843768667,-4.77697991481433
"4899",NA,0.326654677277778,1.48902391630769,1.91061875130052,0.0729866924451184,0.341001843768667,-4.77714784586018
"3941","Rv0941c",0.46261874075,1.28053411207692,1.91044491625222,0.073010424187684,0.341001843768667,-4.77742950831997
"594","Rv1500",-0.438860302305556,1.18238670661538,-1.90859465495369,0.0732634458763892,0.341001843768667,-4.78042644654822
"5021",NA,-0.369413508944445,4.64653084461539,-1.90845313065327,0.0732828313267301,0.341001843768667,-4.78065560246241
"1854","Rv2616",0.498423286777777,2.29794065646154,1.90815383307203,0.0733238429989632,0.341001843768667,-4.78114018885902
"3878","Rv0885",-0.37200367225,1.19384355838462,-1.90813310419982,0.0733266841586743,0.341001843768667,-4.78117374874061
"3619","Rv0651",-0.411498402805556,1.58181975161538,-1.90798498716349,0.073346988365644,0.341001843768667,-4.78141354228235
"3348","Rv0415",0.476888008666666,1.34693244676923,1.90793699537856,0.0733535682584464,0.341001843768667,-4.78149123585832
"4738",NA,0.261857304722222,2.38707304984615,1.90402084362255,0.0738922653999722,0.343148086322143,-4.78782685546973
"2942","Rv3589",0.394107751749999,1.57940565438462,1.90271103615902,0.0740732240081005,0.343148086322143,-4.78994402577898
"463","Rv1385",0.421008558222223,2.67371200938462,1.90250330418674,0.0741019597725474,0.343148086322143,-4.7902797176086
"948","Rv1822",-0.399180322694444,2.16804730023077,-1.90217747219463,0.074147052413339,0.343148086322143,-4.79080621004014
"3895","Rv0900",-0.457886433055555,2.40550226769231,-1.90212834415224,0.074153853474693,0.343148086322143,-4.7908855880932
"4534",NA,0.351425737416666,3.28244910853846,1.90089069979784,0.0743253705573694,0.343148086322143,-4.792884863777
"1786","Rv2555c",-0.293822968888889,1.04309672146154,-1.90046918537342,0.0743838660385909,0.343148086322143,-4.79356558261178
"1576","Rv2380c",0.416062664694445,1.284092757,1.90044905101464,0.0743866612002833,0.343148086322143,-4.79359809589084
"268","Rv1219c",-0.419118831,0.846670034307692,-1.9000947012191,0.074435869273117,0.343148086322143,-4.79417026935305
"4666",NA,-0.365580430138889,2.41084037530769,-1.89953719115327,0.0745133485673508,0.343148086322143,-4.79507034993225
"783","Rv1671",-0.253819932777778,1.65683582007692,-1.89891375243842,0.0746000751874747,0.343148086322143,-4.79607666929292
"483","Rv1403c",-0.417042214638889,2.59332585353846,-1.89867263284971,0.0746336414305522,0.343148086322143,-4.79646581398505
"3523","Rv0569",0.37790769311111,2.01929122992308,1.89822317751663,0.0746962459441711,0.343148086322143,-4.79719110860715
"325","Rv1269c",0.481472922055555,1.18767051607692,1.8981134785545,0.0747115329734964,0.343148086322143,-4.79736811517315
"3341","Rv0408",0.370512634833333,1.06598429869231,1.89516043559466,0.075124099454621,0.344732024158607,-4.80213057652438
"2927","Rv0352",0.376567586333333,1.17281359169231,1.89472556618474,0.0751850254181739,0.344732024158607,-4.80283150089794
"796","Rv0164",-0.402527237583333,1.76291358030769,-1.89290010070205,0.0754412558219206,0.345611223252559,-4.80577266503654
"4439",NA,0.297554689777778,1.69591241261538,1.89169144977403,0.0756113342203585,0.346094578497969,-4.80771902216354
"4047",NA,-0.321972294055555,2.64498033261538,-1.89114626453157,0.0756881628115876,0.346150642209991,-4.80859670194841
"2401","Rv3103c",-0.319231997666667,2.12092217938462,-1.88964631491841,0.0758998967962551,0.346484914957787,-4.81101059123803
"439","Rv1364c",-0.244913995888889,0.865729207692308,-1.88835596491844,0.076082464456843,0.346484914957787,-4.81308618090408
"669","Rv1567c",-0.741041799638889,1.49103976553846,-1.88827825285656,0.0760934721421818,0.346484914957787,-4.81321115527494
"735","Rv1628c",0.423782923222222,1.73098149061538,1.88762842968706,0.0761855730724265,0.346484914957787,-4.81425605288523
"1567","Rv2372c",0.433795967111111,1.41156060392308,1.8875749367031,0.0761931591650149,0.346484914957787,-4.81434205777956
"4295",NA,-0.302426580305556,1.95004782784615,-1.88753816716223,0.0761983740162706,0.346484914957787,-4.81440117416173
"1333","Rv2163c",-0.299571909416666,1.56440665746154,-1.88742974583697,0.0762137527491102,0.346484914957787,-4.81457548467146
"1534","Rv2340c",-0.290722101722222,1.12100609315385,-1.88651147555238,0.0763441129253744,0.346783428203396,-4.81605154171032
"4381",NA,-0.416298946194444,2.228442703,-1.88409645476664,0.0766879015643286,0.348050086693312,-4.81993130864008
"2352","Rv3061c",0.293972690083333,1.74006411692308,1.88307059947681,0.0768343519382514,0.348419734677688,-4.82157838837079
"2462","Rv3157",-0.337340301027778,1.99905679592308,-1.88173779355137,0.0770249931239836,0.348988979834786,-4.82371743134498
"2116","Rv2854",-0.357594171333333,1.23565487046154,-1.87777784347117,0.077593893027531,0.351140849170811,-4.83006703646252
"1126","Rv1980c",-0.282808839472222,0.798739763230769,-1.87745158627198,0.07764093002879,0.351140849170811,-4.83058978892266
"4524",NA,0.534717184805556,2.243216791,1.87706661804125,0.0776964640142877,0.351140849170811,-4.8312065366043
"2079","Rv2822c",0.335234580916667,0.719109374846154,1.87647962619509,0.0777812089346573,0.351227699991376,-4.83214678319462
"4925",NA,0.311341763472223,3.96049964853846,1.87357813572053,0.0782013066619315,0.352827444198614,-4.83679160165974
"161","Rv1124",-0.319678920805556,1.27150863730769,-1.87029686212828,0.0786788143953951,0.354238934368061,-4.84203876296087
"1148","Rv1997",0.296992499722222,1.08659541061538,1.86963581281123,0.0787753257713087,0.354238934368061,-4.84309513822373
"4420",NA,-0.559948141305556,3.46888948523077,-1.86908687197549,0.0788555493162036,0.354238934368061,-4.84397217625402
"4436",NA,0.331612647666667,1.34746278784615,1.86901080516475,0.0788666716120676,0.354238934368061,-4.84409369431271
"4562",NA,0.334179440194444,0.990660320307692,1.86894275531629,0.0788766228658114,0.354238934368061,-4.84420240240511
"3845","Rv0856",-0.276780846777777,1.94547844469231,-1.86844032298439,0.078950130371818,0.354238934368061,-4.84500494690946
"1093","Rv1953",0.437813615083333,1.17347820076923,1.86825829016353,0.0789767773451181,0.354238934368061,-4.84529567663645
"1581","Rv2384",0.350533278555555,1.30909623615385,1.86464391369443,0.0795075216842502,0.356321334638446,-4.85106447557819
"2288","Rv3005c",-0.406387291611112,1.60033958346154,-1.86365611797504,0.0796531205427935,0.356479098055884,-4.85263979903021
"4203",NA,-0.280988133555556,1.35523221469231,-1.86350281156757,0.0796757387072666,0.356479098055884,-4.85288424120156
"2285","Rv3003c",0.378305355833333,1.10738384038462,1.86294602281135,0.0797579327394813,0.356549223922952,-4.8537719126601
"2985","Rv3629c",0.341362800027778,1.16733534407692,1.86130358556488,0.0800008292896517,0.357337037493777,-4.85638939120307
"4811",NA,-0.27725087475,1.58010515946154,-1.8600172868615,0.0801915141137537,0.357437829873496,-4.85843825412605
"499","Rv1417",0.346673074194444,2.24278496223077,1.85986921545951,0.080213490457773,0.357437829873496,-4.85867404814997
"813","Rv1697",0.50038259275,1.08348938130769,1.8598021004515,0.0802234532346671,0.357437829873496,-4.85878092036772
"2994","Rv0358",-0.357179735694444,1.90980401269231,-1.8589963989808,0.0803431397469146,0.357570947746419,-4.8600637018098
"3926","Rv0927c",0.445308970333333,1.73113782161538,1.8582730309777,0.0804507302127641,0.357570947746419,-4.86121508783672
"2331","Rv0299",-0.47205075975,2.34617701161538,-1.85696363909175,0.0806458073674603,0.357570947746419,-4.8632985029738
"3137","Rv3763",0.352009779777778,1.02008095830769,1.85691662012637,0.0806528201690326,0.357570947746419,-4.86337329846268
"4999",NA,0.523625168444445,1.631387733,1.85645378598222,0.0807218799097278,0.357570947746419,-4.8641094863632
"2090","Rv2831",0.577901687222222,1.84974308846154,1.85629463955316,0.0807456383160025,0.357570947746419,-4.86436259824474
"4718",NA,-0.368313977611111,2.29066596961538,-1.85611671055337,0.0807722080267491,0.357570947746419,-4.86464556573342
"841","Rv1720c",-0.269244043333334,1.17073897769231,-1.85593825868964,0.0807988635803282,0.357570947746419,-4.86492934690416
"4212",NA,-0.237735284000001,1.75638698115385,-1.85557111150334,0.0808537292292277,0.357570947746419,-4.86551314256748
"372","Rv1310",0.310323916611111,0.955250295076923,1.85390055733579,0.081103789223427,0.358381129627015,-4.86816851163874
"4776",NA,-0.283130234083333,1.42800078776923,-1.85302855601541,0.0812345877272144,0.358573960536384,-4.86955394680536
"802","Rv1688",-0.439925740722222,1.74870670915385,-1.85271794185812,0.081281224263378,0.358573960536384,-4.87004734709529
"438","RVnc0015",-0.566255913888889,1.625788739,-1.8508832987964,0.0815571659823527,0.358995367815577,-4.8729605093059
"3503","Rv0552",-0.310505839527778,0.698439637538461,-1.85061770740056,0.0815971810939275,0.358995367815577,-4.87338207507098
"147","Rv1111c",0.387489196333334,1.38085131930769,1.84992715060892,0.0817013044685336,0.358995367815577,-4.87447799047384
"4685",NA,0.328805020722222,1.00045156661538,1.84986861334335,0.0817101362157584,0.358995367815577,-4.87457087690925
"451","RVnc0035",0.774518321972222,1.75131029038462,1.84985869826122,0.0817116322266798,0.358995367815577,-4.87458660988603
"857","Rv1734c",0.469362860833333,1.57866934853846,1.8480148264483,0.0819902609484476,0.35992448704642,-4.87751145074972
"1010","Rv1877",0.490751677527778,1.19566625361538,1.84694735245925,0.0821519509196389,0.360339162789905,-4.87920385415566
"578","Rv1487",-0.420134888416666,1.77939440369231,-1.84585804954073,0.0823172375287819,0.360768923265961,-4.88093020239066
"4720",NA,-0.449804088555554,3.29142916346154,-1.84441780662245,0.0825362251350968,0.361433142748463,-4.88321169759982
"1605","Rv2401A",0.502044897305555,2.29250788553846,1.84323835659281,0.0827159422820093,0.36143323994255,-4.88507919580385
"1977","Rv2727c",0.386464364722222,1.316197985,1.84320986377673,0.0827202881068667,0.36143323994255,-4.88512430055134
"4123",NA,-0.33490155625,1.28937547569231,-1.84250534698448,0.0828278076070271,0.36143323994255,-4.88623941976008
"4748",NA,-0.329871651416667,1.009551408,-1.84238540041304,0.0828461254785506,0.36143323994255,-4.88642924490021
"1813","Rv2580c",0.540800148166666,1.36097053607692,1.84211381681287,0.0828876141028011,0.36143323994255,-4.88685901777439
"4558",NA,-0.332440056694444,2.41839182376923,-1.84176559797688,0.0829408367778614,0.36143323994255,-4.88741000246787
"4662",NA,-0.266446247805556,1.16619231630769,-1.84080215421997,0.0830882492059741,0.36155629987986,-4.88893409598883
"774","Rv0015c",-0.296301065222222,1.09366197530769,-1.840699396606,0.08310398534552,0.36155629987986,-4.88909661953359
"1479","Rv2294",0.335751608194445,0.964126969307692,1.83995335971202,0.0832183111271763,0.36176005485942,-4.89027638719199
"3644","Rv0674",0.437799085055555,1.27354240376923,1.83951228323908,0.0832859687581102,0.361760771915292,-4.89097374809255
"219","Rv1176c",0.346039435527778,0.882436683307692,1.83818277486212,0.0834901984355384,0.362354221550191,-4.89307509004705
"2434","Rv3132c",0.387510501944444,1.25496429384615,1.83658665164336,0.0837359669258692,0.363126846862993,-4.89559650138995
"1911","Rv2667",-0.356266289388889,1.40909497284615,-1.83353570148761,0.0842075228669658,0.364674578760151,-4.90041208516171
"3844","Rv0855",0.407448400083333,1.25265949484615,1.83339747908684,0.0842289418852736,0.364674578760151,-4.90063012828476
"5273",NA,-0.25852422575,1.32215253261538,-1.83226264211347,0.0844049784550091,0.365141795414729,-4.90241989967739
"2682","Rv3352c",0.398489674055555,1.18443272515385,1.83066658364738,0.0846531085588691,0.365671003156471,-4.90493582890698
"5182",NA,-0.297171807916666,2.24124096069231,-1.83059820856698,0.0846637527830561,0.365671003156471,-4.90504357874673
"1543","Rv2348c",-0.323523403111111,1.61205070438462,-1.82751243199147,0.0851453569324689,0.3674550025427,-4.90990356396471
"3209","Rv0378",-0.360895077055556,3.16169906353846,-1.8264978711077,0.0853042279077969,0.367686374162696,-4.91150027114597
"4076",NA,0.324263796472222,1.80727638838462,1.8262941134971,0.0853361659437302,0.367686374162696,-4.9118208720959
"1039","Rv0186",-0.285714071361112,1.52831251484615,-1.82585137802114,0.0854055989144318,0.367689968017152,-4.91251740913328
"3608","Rv0641",-0.355291542666666,1.109493734,-1.82427836272001,0.085652692928609,0.367955594982374,-4.91499125977199
"4752",NA,-0.251319717555556,0.984243452307692,-1.8241554903667,0.085672020559376,0.367955594982374,-4.91518443904239
"4040",NA,-0.237867568444445,2.03302865361538,-1.8241185070256,0.0856778387331223,0.367955594982374,-4.91524258236329
"3067","Rv3701c",0.31645240325,1.06036644576923,1.82364739162071,0.0857519844652287,0.367955594982374,-4.91598317734311
"1477","Rv2292c",0.300727899527778,1.25852095138462,1.82327558902775,0.0858105398746208,0.367955594982374,-4.91656756240872
"214","Rv1171",-0.372161422500001,1.75555796392308,-1.82077718950577,0.0862049276562799,0.369168011906903,-4.92049239380249
"5353",NA,0.407001899444445,0.984607712769231,1.82016839563372,0.086301270814633,0.369168011906903,-4.92144822829889
"3661","Rv0689c",-0.451325881416667,2.60185765330769,-1.81978323149562,0.086362272909919,0.369168011906903,-4.92205284378956
"4556",NA,-0.271894766583333,1.58291814984615,-1.81974212941371,0.0863687848752344,0.369168011906903,-4.92211735918353
"748","Rv1639c",-0.286034665166667,2.68641157453846,-1.81886059245738,0.0865085542570731,0.369215361188472,-4.92350081937805
"4446",NA,-0.567876395305556,2.738639658,-1.81880339802168,0.0865176294128209,0.369215361188472,-4.9235905633374
"2655","Rv3324A",0.40417332275,1.08301603961538,1.81810650394411,0.0866282742608364,0.369317106910993,-4.92468391075812
"4075",NA,0.365433926555556,2.08328903838462,1.81744476577029,0.0867334526070498,0.369317106910993,-4.92572184390213
"1478","Rv2293c",-0.346891068861111,1.00722308838462,-1.81735217193927,0.0867481786568917,0.369317106910993,-4.92586705677905
"3875","Rv0882",0.330638690805555,3.14068601176923,1.8142965874854,0.0872353711264492,0.371096499395054,-4.93065629217392
"4658",NA,0.503881109888889,2.51332033638462,1.81210920981376,0.0875856091227118,0.37229093171906,-4.93408141808332
"1778","Rv2548A",0.282894358555556,1.03973823253846,1.8095682427187,0.0879940135759151,0.37330437738905,-4.93805674492222
"5159",NA,-0.349828516805556,2.52453931007692,-1.80951878559028,0.0880019792853009,0.37330437738905,-4.93813408324089
"3645","Rv0675",-0.390691235,1.18535075769231,-1.80932639326304,0.0880329725783133,0.37330437738905,-4.93843492224626
"2445","Rv3141",0.320153246583334,1.59316441907692,1.8073314572117,0.0883549106617937,0.373960411549848,-4.94155309011749
"4109",NA,0.357608691527778,1.95352001523077,1.80726962212509,0.0883649059569676,0.373960411549848,-4.94164970409411
"3964","Rv0961",0.439235568166667,1.30683893707692,1.80707120706797,0.0883969853421003,0.373960411549848,-4.94195970192241
"3950","Rv0949",0.280410495972222,0.823671998615385,1.8057496483867,0.0886109134727865,0.374569791966984,-4.94402388399719
"233","Rv1187",-0.336488641833334,1.00607935338462,-1.80479054744606,0.0887664529563927,0.37493159010738,-4.94552129816158
"4122",NA,0.296059887888888,1.86177860076923,1.80378678453779,0.0889294919037759,0.375202314375554,-4.94708786990495
"4670",NA,0.290726908361111,1.48031197276923,1.80353426884732,0.0889705488006211,0.375202314375554,-4.94748187878383
"4968",NA,0.634262670138888,1.87918434323077,1.80279402567316,0.0890910018751768,0.375414913562066,-4.94863669210913
"3897","Rv0902c",0.359131874583333,1.27670113207692,1.80015358297277,0.0895218232327515,0.376933992558954,-4.95275330917642
"229","Rv1184c",-0.244661801694445,0.888514323923077,-1.79919661743689,0.0896784146460219,0.377126584682366,-4.95424427732622
"4489",NA,-0.313638738194444,2.41429460369231,-1.79901425318759,0.0897082827369434,0.377126584682366,-4.95452834334676
"3930","Rv0931c",-0.338753921916667,0.819946913307692,-1.79851665556629,0.0897898249412674,0.377173559314415,-4.95530334504722
"4352",NA,0.28515205775,1.44390789430769,1.79759531390604,0.0899409783919683,0.377512642271692,-4.9567379415421
"1338","Rv2170",-0.351446077611111,1.47124368353846,-1.79677871495143,0.0900751343760985,0.377779906303512,-4.95800903224253
"220","Rv0114",-0.278139573055555,1.72690976553846,-1.795215264199,0.0903324772620982,0.378325776780839,-4.96044156201292
"4143",NA,0.246971906166666,1.57000931192308,1.79509260782599,0.0903526936428128,0.378325776780839,-4.9606323393061
"4853",NA,-0.411292504194445,0.968311221307692,-1.79467486017716,0.0904215770938415,0.378325776780839,-4.961282029803
"300","Rv1247c",0.469118513194444,1.24361163153846,1.79427459794873,0.0904876204912381,0.378325776780839,-4.96190443095406
"3900","Rv0905",0.370991079611111,1.25196130469231,1.79112688192363,0.0910084692170589,0.380206855029958,-4.96679581278567
"4031",NA,-0.357765893833333,1.77437796215385,-1.79048567519607,0.0911148902309969,0.380354993487651,-4.9677915028368
"871","Rv1746",0.487091569972222,1.29364362,1.79000888621616,0.0911940934704709,0.380389370429357,-4.96853172269559
"2602","Rv3280",-0.334921333861111,0.867594503,-1.78876695350651,0.0914006839372217,0.380498389370512,-4.97045921077934
"3396","Rv0457c",-0.305513162527778,0.931282439230769,-1.78870979287535,0.0914102022308356,0.380498389370512,-4.97054790270659
"3051","Rv3687c",0.390698186972222,1.11522206846154,1.78857173452351,0.0914331950576901,0.380498389370512,-4.97076210974699
"2705","Rv0332",0.279402092166666,1.07003260915385,1.78716999335411,0.091666933802044,0.38062294542908,-4.97293637468059
"4339",NA,-0.341897135166668,1.78258897484615,-1.78682930031826,0.0917238229151851,0.38062294542908,-4.97346465535913
"4055",NA,0.421718373,0.924635346615385,1.7861510625173,0.0918371674256414,0.38062294542908,-4.97451613212268
"5180",NA,-0.411504761833334,2.54474857646154,-1.78573380569059,0.0919069586694001,0.38062294542908,-4.97516287404978
"4392",NA,0.383913043916666,1.38840258723077,1.78571184334307,0.0919106334225447,0.38062294542908,-4.97519691253131
"2892","Rv3545c",-0.247984267277778,0.763510134692308,-1.78537116583236,0.0919676522537738,0.38062294542908,-4.97572487740817
"182","Rv1144",-0.380407823277777,2.13166276123077,-1.78433708470225,0.0921409148897904,0.38062294542908,-4.97732702661845
"3894","Rv0899",0.373511360611111,1.28665280061538,1.78406599375574,0.0921863840075909,0.38062294542908,-4.97774693622194
"1672","Rv2459",-0.506880000583334,2.10421858276923,-1.78371640093451,0.0922450489399909,0.38062294542908,-4.97828837845004
"223","Rv1178",0.518903587583333,1.572049585,1.78361118611155,0.0922627113593237,0.38062294542908,-4.97845131894783
"3769","Rv0787",-0.421368995916667,1.75617987407692,-1.78337649098905,0.0923021203039272,0.38062294542908,-4.97881475510798
"3942","Rv0942",-0.283651449555556,1.38918035753846,-1.78329821924388,0.0923152666152619,0.38062294542908,-4.97893595528892
"398","Rv1328",-0.233378702972222,1.12955280146154,-1.78252576373469,0.0924450940152306,0.380865260508559,-4.98013187360192
"2556","Rv3238c",-0.316827673694445,1.40672657461538,-1.78191250014461,0.0925482795428347,0.380997525614127,-4.98108108031388
"4452",NA,-0.265332811722222,1.89246063092308,-1.78140295023053,0.0926340911719045,0.381058118711749,-4.98186959099347
"2389","Rv3094c",-0.422410507,1.39382691269231,-1.78007347028936,0.0928583121585838,0.381566375024309,-4.98392619446829
"2865","Rv3521",-0.415398537416666,2.08200940992308,-1.77913246296709,0.0930173026364502,0.381566375024309,-4.98538123083045
"4213",NA,-0.590745289777778,2.23239022869231,-1.77879986046991,0.0930735552926607,0.381566375024309,-4.98589539384972
"2004","Rv2751",0.557117384638889,1.20083273315385,1.77865515452743,0.0930980385137034,0.381566375024309,-4.9861190712656
"2030","Rv2776c",0.282687288583333,0.974095461153846,1.77814404680935,0.0931845593786396,0.381566375024309,-4.98690901077566
"4729",NA,-0.438470174861111,1.81158227084615,-1.77814278359759,0.0931847733035113,0.381566375024309,-4.9869109629341
"239","Rv1193",0.38111836025,1.44965349123077,1.77678413482481,0.0934151090483923,0.381669992330634,-4.98901006358827
"2499","Rv3192",-0.407527105527778,1.31905001676923,-1.77661224918377,0.0934442847505552,0.381669992330634,-4.98927554773018
"3277","Rv3888c",0.406730320361111,1.10377511623077,1.77656265474602,0.0934527043422263,0.381669992330634,-4.98935214504746
"4098",NA,-0.367152947222223,1.49754154738462,-1.77631412639663,0.0934949067033811,0.381669992330634,-4.98973596871882
"1777","Rv2548",0.408889081444444,1.53581652438462,1.77446891810745,0.0938087608013602,0.382659785308441,-4.99258454036934
"3310","Rv0004",-0.325619777666667,2.17910376415385,-1.77356552316417,0.0939627558172831,0.382996479985275,-4.99397843724019
"1472","Rv2287",-0.337700380472223,1.05029069115385,-1.7719097529228,0.0942455758312159,0.383857360528357,-4.99653196015229
"2396","Rv0305c",-0.381225242333334,1.47735013223077,-1.77047270116922,0.0944916389752877,0.384162562031175,-4.99874685931
"2797","Rv3457c",-0.245861070361111,0.834714453,-1.77035735093774,0.0945114144281759,0.384162562031175,-4.99892459322437
"2918","Rv3567c",0.364969228722222,1.655619949,1.77005258623026,0.094563680167196,0.384162562031175,-4.99939414272703
"2368","Rv3075c",0.233302281944444,0.946830345923077,1.76938177527553,0.0946788100269894,0.384162562031175,-5.00042746375024
"430","Rv0132c",0.399049708333333,1.97060658069231,1.76898658695333,0.0947466926055767,0.384162562031175,-5.00103608908077
"2537","Rv3221A",0.501671660055556,2.11068211876923,1.76896418249988,0.094750542351719,0.384162562031175,-5.00107059116405
"5068",NA,-0.292795155916667,1.22946347253846,-1.76818921650016,0.0948837884224003,0.384188349296058,-5.00226382852934
"648","Rv1548c",-0.494005424388889,1.53592284115385,-1.76809350366355,0.0949002564305934,0.384188349296058,-5.00241117558062
"1476","Rv2291",0.327168451472222,1.21982756038462,1.76514040330786,0.0954095831858324,0.3856949514556,-5.00695470953422
"3318","Rv3924c",-0.250981765833334,1.28340633038462,-1.76510140233876,0.0954163256772623,0.3856949514556,-5.00701468031851
"4791",NA,0.292920744972222,1.21689770423077,1.76359648656515,0.0956768132316389,0.385811863138887,-5.009328058873
"1247","Rv2086",-0.278825078166667,1.49007955207692,-1.76339445378131,0.0957118304792774,0.385811863138887,-5.00963852393511
"2901","Rv3553",-0.260249681527778,0.980760664307692,-1.76325242081087,0.0957364549731476,0.385811863138887,-5.00985677234544
